title,price,availability,rating,product_url,image_url,upc,category
Louisa: The Extraordinary Life of Mrs. Adams,Â£16.85,In stock (15 available) In stock In stock In stock In stock In stock In stock,2,https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html,https://books.toscrape.com/media/cache/ec/2a/ec2a7df6fdafc7e6f97b6c6da7980584.jpg,d69dd8dac66f9f84,Biography
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Â£21.15,In stock (11 available) In stock In stock In stock In stock In stock In stock,2,https://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html,https://books.toscrape.com/media/cache/86/54/86546f67cb4a3112b15b03a4ec2e7255.jpg,b06599b108e83f98,Biography
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Â£39.55,In stock (7 available) In stock In stock In stock In stock In stock In stock,1,https://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,https://books.toscrape.com/media/cache/d7/cb/d7cbdb36b54398ba3876488726befc3d.jpg,57f85720e54d6442,Biography
Benjamin Franklin: An American Life,Â£48.19,In stock (7 available) In stock In stock In stock In stock In stock In stock,3,https://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html,https://books.toscrape.com/media/cache/c2/7e/c27efce6a2321c10b0d34035308ace37.jpg,5b546a46a86a9d8c,Biography
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Â£42.57,In stock (3 available) In stock In stock In stock In stock In stock In stock,3,https://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html,https://books.toscrape.com/media/cache/4c/09/4c090b85892f532210e44d84b752b64d.jpg,1a5044d233936b1a,Biography
Louisa: The Extraordinary Life of Mrs. Adams,Â£16.85,In stock (15 available) In stock In stock In stock In stock In stock In stock,2,https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html,https://books.toscrape.com/media/cache/ec/2a/ec2a7df6fdafc7e6f97b6c6da7980584.jpg,d69dd8dac66f9f84,Biography
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Â£21.15,In stock (11 available) In stock In stock In stock In stock In stock In stock,2,https://books.toscrape.com/catalogue/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html,https://books.toscrape.com/media/cache/86/54/86546f67cb4a3112b15b03a4ec2e7255.jpg,b06599b108e83f98,Biography
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Â£39.55,In stock (7 available) In stock In stock In stock In stock In stock In stock,1,https://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,https://books.toscrape.com/media/cache/d7/cb/d7cbdb36b54398ba3876488726befc3d.jpg,57f85720e54d6442,Biography
Benjamin Franklin: An American Life,Â£48.19,In stock (7 available) In stock In stock In stock In stock In stock In stock,3,https://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html,https://books.toscrape.com/media/cache/c2/7e/c27efce6a2321c10b0d34035308ace37.jpg,5b546a46a86a9d8c,Biography
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Â£42.57,In stock (3 available) In stock In stock In stock In stock In stock In stock,3,https://books.toscrape.com/catalogue/the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html,https://books.toscrape.com/media/cache/4c/09/4c090b85892f532210e44d84b752b64d.jpg,1a5044d233936b1a,Biography
