title,price,availability,rating,product_url,image_url,upc,category
"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",Â£37.97,In stock (16 available) In stock In stock In stock In stock In stock In stock,2,https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html,https://books.toscrape.com/media/cache/a7/9c/a79cac7aec3816fb754c1aedd2e82986.jpg,fce19f9b4a943f22,Religion
You Are What You Love: The Spiritual Power of Habit,Â£21.87,In stock (15 available) In stock In stock In stock In stock In stock In stock,4,https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html,https://books.toscrape.com/media/cache/52/9b/529bf0d806ae2ab02bf23da4326b24c3.jpg,796c87ddbbaaf8c5,Religion
God: The Most Unpleasant Character in All Fiction,Â£30.03,In stock (14 available) In stock In stock In stock In stock In stock In stock,5,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html,https://books.toscrape.com/media/cache/41/d8/41d8915a712c2a56f1c5182c11445551.jpg,eec424a84c9e4c68,Religion
The Book of Mormon,Â£24.57,In stock (9 available) In stock In stock In stock In stock In stock In stock,3,https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html,https://books.toscrape.com/media/cache/d7/c8/d7c885771d5e843cc2db6b0e5183c0c5.jpg,3f25a2fedae191cc,Religion
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Â£27.62,In stock (4 available) In stock In stock In stock In stock In stock In stock,1,https://books.toscrape.com/catalogue/a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html,https://books.toscrape.com/media/cache/fd/99/fd996fdccb07aa8759f1388a0dea343a.jpg,d12ca4020c2f602e,Religion
The Bhagavad Gita,Â£57.49,In stock (1 available) In stock In stock In stock In stock In stock In stock,3,https://books.toscrape.com/catalogue/the-bhagavad-gita_60/index.html,https://books.toscrape.com/media/cache/13/27/13270087ac5cba3e999166a64991187a.jpg,f3a0b8c835129558,Religion
Choosing Our Religion: The Spiritual Lives of America's Nones,Â£28.42,In stock (1 available) In stock In stock In stock In stock In stock In stock,4,https://books.toscrape.com/catalogue/choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html,https://books.toscrape.com/media/cache/e9/8a/e98a7adb82052fb13418a43291b8f0d4.jpg,a812f6969ddf3e39,Religion
"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",Â£37.97,In stock (16 available) In stock In stock In stock In stock In stock In stock,2,https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html,https://books.toscrape.com/media/cache/a7/9c/a79cac7aec3816fb754c1aedd2e82986.jpg,fce19f9b4a943f22,Religion
You Are What You Love: The Spiritual Power of Habit,Â£21.87,In stock (15 available) In stock In stock In stock In stock In stock In stock,4,https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html,https://books.toscrape.com/media/cache/52/9b/529bf0d806ae2ab02bf23da4326b24c3.jpg,796c87ddbbaaf8c5,Religion
God: The Most Unpleasant Character in All Fiction,Â£30.03,In stock (14 available) In stock In stock In stock In stock In stock In stock,5,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html,https://books.toscrape.com/media/cache/41/d8/41d8915a712c2a56f1c5182c11445551.jpg,eec424a84c9e4c68,Religion
The Book of Mormon,Â£24.57,In stock (9 available) In stock In stock In stock In stock In stock In stock,3,https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html,https://books.toscrape.com/media/cache/d7/c8/d7c885771d5e843cc2db6b0e5183c0c5.jpg,3f25a2fedae191cc,Religion
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Â£27.62,In stock (4 available) In stock In stock In stock In stock In stock In stock,1,https://books.toscrape.com/catalogue/a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html,https://books.toscrape.com/media/cache/fd/99/fd996fdccb07aa8759f1388a0dea343a.jpg,d12ca4020c2f602e,Religion
The Bhagavad Gita,Â£57.49,In stock (1 available) In stock In stock In stock In stock In stock In stock,3,https://books.toscrape.com/catalogue/the-bhagavad-gita_60/index.html,https://books.toscrape.com/media/cache/13/27/13270087ac5cba3e999166a64991187a.jpg,f3a0b8c835129558,Religion
Choosing Our Religion: The Spiritual Lives of America's Nones,Â£28.42,In stock (1 available) In stock In stock In stock In stock In stock In stock,4,https://books.toscrape.com/catalogue/choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html,https://books.toscrape.com/media/cache/e9/8a/e98a7adb82052fb13418a43291b8f0d4.jpg,a812f6969ddf3e39,Religion
